tract,state_abbr,year,annual_change,hpi,hpi1990,hpi2000,TRACT_ID
"08001007900",CO,"1998",".","100.00",".","78.81","08001007900"
"08001007900",CO,"1999","2.10","102.10",".","80.47","08001007900"
"08001007900",CO,"2000","24.27","126.88",".","100.00","08001007900"
"08001007900",CO,"2001","11.58","141.58",".","111.58","08001007900"
"08001007900",CO,"2002","9.53","155.07",".","122.22","08001007900"
"08001007900",CO,"2003","-0.30","154.62",".","121.86","08001007900"
"08001007900",CO,"2004","-0.69","153.55",".","121.01","08001007900"
"08001007900",CO,"2005","-5.43","145.21",".","114.44","08001007900"
"08001007900",CO,"2006","-2.55","141.50",".","111.52","08001007900"
"08001007900",CO,"2007","-8.51","129.47",".","102.03","08001007900"
"08001007900",CO,"2008","-14.35","110.88",".","87.39","08001007900"
"08001007900",CO,"2009","-22.18","86.29",".","68.00","08001007900"
"08001007900",CO,"2010","16.48","100.50",".","79.21","08001007900"
"08001007900",CO,"2011","9.24","109.80",".","86.53","08001007900"
"08001007900",CO,"2012","-10.71","98.04",".","77.26","08001007900"
"08001007900",CO,"2013","30.95","128.38",".","101.17","08001007900"
"08001007900",CO,"2014","10.95","142.44",".","112.26","08001007900"
"08001007900",CO,"2015","25.55","178.83",".","140.94","08001007900"
"08001007900",CO,"2016","18.29","211.54",".","166.72","08001007900"
"08001007900",CO,"2017","9.82","232.31",".","183.09","08001007900"
"08001007900",CO,"2018","12.34","260.97",".","205.68","08001007900"
"08001008000",CO,"1993",".","100.00",".","45.39","08001008000"
"08001008000",CO,"1994","-2.29","97.71",".","44.35","08001008000"
"08001008000",CO,"1995","16.25","113.58",".","51.56","08001008000"
"08001008000",CO,"1996","10.15","125.11",".","56.79","08001008000"
"08001008000",CO,"1997","13.45","141.94",".","64.43","08001008000"
"08001008000",CO,"1998","14.75","162.87",".","73.93","08001008000"
"08001008000",CO,"1999","12.25","182.82",".","82.99","08001008000"
"08001008000",CO,"2000","20.50","220.30",".","100.00","08001008000"
"08001008000",CO,"2001","15.74","254.98",".","115.74","08001008000"
"08001008000",CO,"2002","3.40","263.64",".","119.67","08001008000"
"08001008000",CO,"2003","4.47","275.42",".","125.02","08001008000"
"08001008000",CO,"2004","-2.88","267.48",".","121.42","08001008000"
"08001008000",CO,"2005","0.44","268.67",".","121.96","08001008000"
"08001008000",CO,"2006","-6.36","251.58",".","114.20","08001008000"
"08001008000",CO,"2007","-7.94","231.61",".","105.14","08001008000"
"08001008000",CO,"2008","-24.62","174.58",".","79.25","08001008000"
"08001008000",CO,"2009","4.09","181.72",".","82.49","08001008000"
"08001008000",CO,"2010","7.22","194.83",".","88.44","08001008000"
"08001008000",CO,"2011","-4.39","186.29",".","84.56","08001008000"
"08001008000",CO,"2012","9.05","203.14",".","92.21","08001008000"
"08001008000",CO,"2013","10.80","225.08",".","102.17","08001008000"
"08001008000",CO,"2014","14.12","256.87",".","116.60","08001008000"
"08001008000",CO,"2015","24.00","318.52",".","144.59","08001008000"
"08001008000",CO,"2016","15.17","366.85",".","166.53","08001008000"
"08001008000",CO,"2017","21.97","447.46",".","203.12","08001008000"
"08001008000",CO,"2018","8.79","486.78",".","220.97","08001008000"
"08001008308",CO,"1998",".","100.00",".","80.50","08001008308"
"08001008308",CO,"1999","11.43","111.43",".","89.70","08001008308"
"08001008308",CO,"2000","11.48","124.23",".","100.00","08001008308"
"08001008308",CO,"2001","13.63","141.16",".","113.63","08001008308"
"08001008308",CO,"2002","5.04","148.27",".","119.35","08001008308"
"08001008308",CO,"2003","2.58","152.09",".","122.43","08001008308"
"08001008308",CO,"2004","1.72","154.71",".","124.54","08001008308"
"08001008308",CO,"2005","-1.21","152.84",".","123.03","08001008308"
"08001008308",CO,"2006","-2.37","149.21",".","120.11","08001008308"
"08001008308",CO,"2007","0.42","149.85",".","120.62","08001008308"
"08001008308",CO,"2008","-30.75","103.77",".","83.53","08001008308"
"08001008308",CO,"2009","9.08","113.19",".","91.11","08001008308"
"08001008308",CO,"2010","0.62","113.89",".","91.67","08001008308"
"08001008308",CO,"2011","2.18","116.37",".","93.67","08001008308"
"08001008308",CO,"2012","-6.47","108.84",".","87.62","08001008308"
"08001008308",CO,"2013","14.23","124.33",".","100.08","08001008308"
"08001008308",CO,"2014","23.19","153.16",".","123.29","08001008308"
"08001008308",CO,"2015","11.25","170.39",".","137.16","08001008308"
"08001008308",CO,"2016","18.26","201.51",".","162.21","08001008308"
"08001008308",CO,"2017","7.98","217.58",".","175.15","08001008308"
"08001008308",CO,"2018","18.81","258.50",".","208.08","08001008308"
"08001008353",CO,"1993",".","100.00",".","49.71","08001008353"
"08001008353",CO,"1994","4.56","104.56",".","51.97","08001008353"
"08001008353",CO,"1995","19.39","124.83",".","62.05","08001008353"
"08001008353",CO,"1996","6.35","132.76",".","65.99","08001008353"
"08001008353",CO,"1997","7.04","142.10",".","70.64","08001008353"
"08001008353",CO,"1998","7.07","152.14",".","75.63","08001008353"
"08001008353",CO,"1999","10.95","168.81",".","83.91","08001008353"
"08001008353",CO,"2000","19.17","201.18",".","100.00","08001008353"
"08001008353",CO,"2001","10.74","222.79",".","110.74","08001008353"
"08001008353",CO,"2002","4.97","233.87",".","116.25","08001008353"
"08001008353",CO,"2003","2.38","239.44",".","119.02","08001008353"
"08001008353",CO,"2004","-1.02","236.99",".","117.80","08001008353"
"08001008353",CO,"2005","1.43","240.39",".","119.49","08001008353"
"08001008353",CO,"2006","-5.34","227.56",".","113.11","08001008353"
"08001008353",CO,"2007","-10.54","203.57",".","101.19","08001008353"
"08001008353",CO,"2008","-16.24","170.50",".","84.75","08001008353"
"08001008353",CO,"2009","2.71","175.13",".","87.05","08001008353"
"08001008353",CO,"2010","2.20","178.97",".","88.96","08001008353"
"08001008353",CO,"2011","-8.85","163.14",".","81.09","08001008353"
"08001008353",CO,"2012","7.59","175.52",".","87.25","08001008353"
"08001008353",CO,"2013","14.47","200.92",".","99.87","08001008353"
"08001008353",CO,"2014","20.47","242.05",".","120.32","08001008353"
"08001008353",CO,"2015","14.56","277.29",".","137.84","08001008353"
"08001008353",CO,"2016","19.83","332.27",".","165.16","08001008353"
"08001008353",CO,"2017","8.04","358.98",".","178.44","08001008353"
"08001008353",CO,"2018","17.20","420.71",".","209.13","08001008353"
"08005005553",CO,"1993",".","100.00",".","54.44","08005005553"
"08005005553",CO,"1994","18.94","118.94",".","64.75","08005005553"
"08005005553",CO,"1995","8.06","128.53",".","69.98","08005005553"
"08005005553",CO,"1996","3.43","132.94",".","72.38","08005005553"
"08005005553",CO,"1997","4.42","138.82",".","75.57","08005005553"
"08005005553",CO,"1998","5.98","147.12",".","80.09","08005005553"
"08005005553",CO,"1999","9.31","160.82",".","87.55","08005005553"
"08005005553",CO,"2000","14.22","183.68",".","100.00","08005005553"
"08005005553",CO,"2001","10.97","203.82",".","110.97","08005005553"
"08005005553",CO,"2002","3.82","211.61",".","115.21","08005005553"
"08005005553",CO,"2003","1.03","213.79",".","116.39","08005005553"
"08005005553",CO,"2004","2.05","218.18",".","118.78","08005005553"
"08005005553",CO,"2005","-0.46","217.17",".","118.23","08005005553"
"08005005553",CO,"2006","1.81","221.10",".","120.37","08005005553"
"08005005553",CO,"2007","-6.20","207.38",".","112.90","08005005553"
"08005005553",CO,"2008","-2.32","202.58",".","110.29","08005005553"
"08005005553",CO,"2009","-4.30","193.86",".","105.54","08005005553"
"08005005553",CO,"2010","3.34","200.33",".","109.06","08005005553"
"08005005553",CO,"2011","-7.31","185.67",".","101.08","08005005553"
"08005005553",CO,"2012","2.36","190.05",".","103.47","08005005553"
"08005005553",CO,"2013","14.03","216.71",".","117.98","08005005553"
"08005005553",CO,"2014","11.78","242.25",".","131.88","08005005553"
"08005005553",CO,"2015","12.05","271.45",".","147.78","08005005553"
"08005005553",CO,"2016","9.98","298.55",".","162.53","08005005553"
"08005005553",CO,"2017","10.88","331.02",".","180.21","08005005553"
"08005005553",CO,"2018","5.87","350.44",".","190.79","08005005553"
"08005006704",CO,"1991",".","100.00",".","43.17","08005006704"
"08005006704",CO,"1992","10.61","110.61",".","47.75","08005006704"
"08005006704",CO,"1993","5.24","116.41",".","50.26","08005006704"
"08005006704",CO,"1994","2.66","119.51",".","51.59","08005006704"
"08005006704",CO,"1995","21.09","144.71",".","62.47","08005006704"
"08005006704",CO,"1996","-0.96","143.31",".","61.87","08005006704"
"08005006704",CO,"1997","6.04","151.97",".","65.61","08005006704"
"08005006704",CO,"1998","10.48","167.90",".","72.48","08005006704"
"08005006704",CO,"1999","12.96","189.65",".","81.87","08005006704"
"08005006704",CO,"2000","22.14","231.64",".","100.00","08005006704"
"08005006704",CO,"2001","1.56","235.27",".","101.56","08005006704"
"08005006704",CO,"2002","4.50","245.86",".","106.14","08005006704"
"08005006704",CO,"2003","2.05","250.89",".","108.31","08005006704"
"08005006704",CO,"2004","9.43","274.54",".","118.52","08005006704"
"08005006704",CO,"2005","4.28","286.30",".","123.59","08005006704"
"08005006704",CO,"2006","14.81","328.69",".","141.90","08005006704"
"08005006704",CO,"2007","-7.69","303.40",".","130.98","08005006704"
"08005006704",CO,"2008","-0.34","302.37",".","130.53","08005006704"
"08005006704",CO,"2009","0.86","304.99",".","131.66","08005006704"
"08005006704",CO,"2010","-7.82","281.15",".","121.37","08005006704"
"08005006704",CO,"2011","-5.13","266.72",".","115.14","08005006704"
"08005006704",CO,"2012","8.05","288.19",".","124.41","08005006704"
"08005006704",CO,"2013","5.69","304.61",".","131.50","08005006704"
"08005006704",CO,"2014",".",".",".",".","08005006704"
"08005006704",CO,"2015",".","337.37",".","145.64","08005006704"
"08005006704",CO,"2016","14.38","385.89",".","166.59","08005006704"
"08005006704",CO,"2017",".",".",".",".","08005006704"
"08005006704",CO,"2018",".",".",".",".","08005006704"
"08031000102",CO,"1992",".","100.00",".","42.79","08031000102"
"08031000102",CO,"1993","8.78","108.78",".","46.55","08031000102"
"08031000102",CO,"1994","8.82","118.38",".","50.66","08031000102"
"08031000102",CO,"1995","8.40","128.33",".","54.91","08031000102"
"08031000102",CO,"1996","15.07","147.67",".","63.19","08031000102"
"08031000102",CO,"1997","8.66","160.45",".","68.66","08031000102"
"08031000102",CO,"1998","11.46","178.84",".","76.53","08031000102"
"08031000102",CO,"1999","14.30","204.41",".","87.47","08031000102"
"08031000102",CO,"2000","14.33","233.70",".","100.00","08031000102"
"08031000102",CO,"2001","13.79","265.93",".","113.79","08031000102"
"08031000102",CO,"2002","5.45","280.41",".","119.99","08031000102"
"08031000102",CO,"2003","2.41","287.18",".","122.89","08031000102"
"08031000102",CO,"2004","4.74","300.78",".","128.71","08031000102"
"08031000102",CO,"2005","5.51","317.36",".","135.80","08031000102"
"08031000102",CO,"2006","3.84","329.55",".","141.02","08031000102"
"08031000102",CO,"2007","3.64","341.54",".","146.15","08031000102"
"08031000102",CO,"2008","2.77","351.00",".","150.19","08031000102"
"08031000102",CO,"2009","0.35","352.22",".","150.72","08031000102"
"08031000102",CO,"2010","0.51","354.00",".","151.48","08031000102"
"08031000102",CO,"2011","1.92","360.81",".","154.39","08031000102"
"08031000102",CO,"2012","2.60","370.18",".","158.40","08031000102"
"08031000102",CO,"2013","10.37","408.56",".","174.83","08031000102"
"08031000102",CO,"2014","10.13","449.95",".","192.54","08031000102"
"08031000102",CO,"2015","9.95","494.71",".","211.69","08031000102"
"08031000102",CO,"2016","9.24","540.39",".","231.24","08031000102"
"08031000102",CO,"2017","7.44","580.58",".","248.43","08031000102"
"08031000102",CO,"2018","7.59","624.66",".","267.29","08031000102"
"08031000201",CO,"1994",".","100.00",".","51.89","08031000201"
"08031000201",CO,"1995","5.69","105.69",".","54.84","08031000201"
"08031000201",CO,"1996","15.74","122.32",".","63.47","08031000201"
"08031000201",CO,"1997","10.90","135.66",".","70.39","08031000201"
"08031000201",CO,"1998","8.75","147.53",".","76.55","08031000201"
"08031000201",CO,"1999","10.55","163.10",".","84.63","08031000201"
"08031000201",CO,"2000","18.16","192.72",".","100.00","08031000201"
"08031000201",CO,"2001","12.98","217.73",".","112.98","08031000201"
"08031000201",CO,"2002","4.55","227.65",".","118.12","08031000201"
"08031000201",CO,"2003","4.77","238.51",".","123.76","08031000201"
"08031000201",CO,"2004","0.91","240.68",".","124.89","08031000201"
"08031000201",CO,"2005","-2.73","234.10",".","121.47","08031000201"
"08031000201",CO,"2006","-0.40","233.15",".","120.98","08031000201"
"08031000201",CO,"2007","-6.02","219.10",".","113.69","08031000201"
"08031000201",CO,"2008","-9.65","197.96",".","102.72","08031000201"
"08031000201",CO,"2009","16.06","229.75",".","119.21","08031000201"
"08031000201",CO,"2010","-7.71","212.03",".","110.02","08031000201"
"08031000201",CO,"2011","4.35","221.25",".","114.81","08031000201"
"08031000201",CO,"2012","2.19","226.10",".","117.32","08031000201"
"08031000201",CO,"2013","12.44","254.24",".","131.92","08031000201"
"08031000201",CO,"2014","18.82","302.09",".","156.75","08031000201"
"08031000201",CO,"2015","15.02","347.47",".","180.30","08031000201"
"08031000201",CO,"2016","14.05","396.30",".","205.64","08031000201"
"08031000201",CO,"2017","14.35","453.18",".","235.15","08031000201"
"08031000201",CO,"2018","7.72","488.16",".","253.30","08031000201"
"08031000202",CO,"1996",".","100.00",".","56.58","08031000202"
"08031000202",CO,"1997","15.43","115.43",".","65.31","08031000202"
"08031000202",CO,"1998","12.16","129.46",".","73.24","08031000202"
"08031000202",CO,"1999","14.58","148.34",".","83.93","08031000202"
"08031000202",CO,"2000","19.15","176.75",".","100.00","08031000202"
"08031000202",CO,"2001","12.32","198.52",".","112.32","08031000202"
"08031000202",CO,"2002","5.51","209.45",".","118.50","08031000202"
"08031000202",CO,"2003","2.73","215.17",".","121.74","08031000202"
"08031000202",CO,"2004","3.12","221.88",".","125.53","08031000202"
"08031000202",CO,"2005","0.40","222.77",".","126.04","08031000202"
"08031000202",CO,"2006","10.19","245.46",".","138.88","08031000202"
"08031000202",CO,"2007","-3.02","238.04",".","134.68","08031000202"
"08031000202",CO,"2008","0.57","239.39",".","135.44","08031000202"
"08031000202",CO,"2009","2.82","246.13",".","139.26","08031000202"
"08031000202",CO,"2010","1.84","250.65",".","141.81","08031000202"
"08031000202",CO,"2011","-0.78","248.71",".","140.71","08031000202"
"08031000202",CO,"2012","4.55","260.02",".","147.11","08031000202"
"08031000202",CO,"2013","10.46","287.23",".","162.51","08031000202"
"08031000202",CO,"2014","13.40","325.71",".","184.28","08031000202"
"08031000202",CO,"2015","12.41","366.13",".","207.15","08031000202"
"08031000202",CO,"2016","10.63","405.04",".","229.16","08031000202"
"08031000202",CO,"2017","13.59","460.10",".","260.31","08031000202"
"08031000202",CO,"2018","5.41","485.01",".","274.40","08031000202"
"08031000301",CO,"1992",".","100.00",".","39.91","08031000301"
"08031000301",CO,"1993","6.97","106.97",".","42.70","08031000301"
"08031000301",CO,"1994","13.34","121.24",".","48.39","08031000301"
"08031000301",CO,"1995","11.16","134.76",".","53.79","08031000301"
"08031000301",CO,"1996","9.90","148.10",".","59.11","08031000301"
"08031000301",CO,"1997","11.72","165.45",".","66.04","08031000301"
"08031000301",CO,"1998","13.14","187.20",".","74.72","08031000301"
"08031000301",CO,"1999","14.82","214.93",".","85.79","08031000301"
"08031000301",CO,"2000","16.57","250.54",".","100.00","08031000301"
"08031000301",CO,"2001","11.57","279.52",".","111.57","08031000301"
"08031000301",CO,"2002","5.74","295.56",".","117.97","08031000301"
"08031000301",CO,"2003","3.27","305.24",".","121.83","08031000301"
"08031000301",CO,"2004","2.60","313.17",".","125.00","08031000301"
"08031000301",CO,"2005","4.67","327.80",".","130.84","08031000301"
"08031000301",CO,"2006","6.99","350.71",".","139.98","08031000301"
"08031000301",CO,"2007","4.14","365.24",".","145.78","08031000301"
"08031000301",CO,"2008","3.39","377.63",".","150.73","08031000301"
"08031000301",CO,"2009","0.85","380.84",".","152.01","08031000301"
"08031000301",CO,"2010","-1.39","375.55",".","149.90","08031000301"
"08031000301",CO,"2011","1.44","380.95",".","152.05","08031000301"
"08031000301",CO,"2012","2.94","392.15",".","156.52","08031000301"
"08031000301",CO,"2013","10.73","434.22",".","173.32","08031000301"
"08031000301",CO,"2014","11.37","483.61",".","193.03","08031000301"
"08031000301",CO,"2015","7.27","518.78",".","207.06","08031000301"
"08031000301",CO,"2016","11.11","576.39",".","230.06","08031000301"
"08031000301",CO,"2017","8.74","626.75",".","250.16","08031000301"
"08031000301",CO,"2018","9.97","689.22",".","275.09","08031000301"
"08031000302",CO,"1992",".","100.00",".","41.27","08031000302"
"08031000302",CO,"1993","1.25","101.25",".","41.79","08031000302"
"08031000302",CO,"1994","13.69","115.11",".","47.51","08031000302"
"08031000302",CO,"1995","11.69","128.56",".","53.06","08031000302"
"08031000302",CO,"1996","9.80","141.16",".","58.26","08031000302"
"08031000302",CO,"1997","11.22","157.00",".","64.80","08031000302"
"08031000302",CO,"1998","9.92","172.57",".","71.22","08031000302"
"08031000302",CO,"1999","15.31","198.98",".","82.12","08031000302"
"08031000302",CO,"2000","21.77","242.30",".","100.00","08031000302"
"08031000302",CO,"2001","9.34","264.93",".","109.34","08031000302"
"08031000302",CO,"2002","4.74","277.49",".","114.52","08031000302"
"08031000302",CO,"2003","2.67","284.89",".","117.58","08031000302"
"08031000302",CO,"2004","1.53","289.26",".","119.38","08031000302"
"08031000302",CO,"2005","7.61","311.28",".","128.47","08031000302"
"08031000302",CO,"2006","5.96","329.84",".","136.13","08031000302"
"08031000302",CO,"2007","5.93","349.39",".","144.20","08031000302"
"08031000302",CO,"2008","2.23","357.19",".","147.42","08031000302"
"08031000302",CO,"2009","-0.98","353.68",".","145.97","08031000302"
"08031000302",CO,"2010","0.90","356.85",".","147.28","08031000302"
"08031000302",CO,"2011","-0.83","353.91",".","146.06","08031000302"
"08031000302",CO,"2012","3.48","366.21",".","151.14","08031000302"
"08031000302",CO,"2013","8.07","395.76",".","163.33","08031000302"
"08031000302",CO,"2014","9.93","435.06",".","179.56","08031000302"
"08031000302",CO,"2015","9.06","474.49",".","195.83","08031000302"
"08031000302",CO,"2016","9.63","520.17",".","214.68","08031000302"
"08031000302",CO,"2017","6.91","556.13",".","229.52","08031000302"
"08031000302",CO,"2018","10.50","614.51",".","253.62","08031000302"
"08031000303",CO,"1993",".","100.00",".","40.20","08031000303"
"08031000303",CO,"1994","11.85","111.85",".","44.97","08031000303"
"08031000303",CO,"1995","10.25","123.32",".","49.58","08031000303"
"08031000303",CO,"1996","13.24","139.65",".","56.15","08031000303"
"08031000303",CO,"1997","12.20","156.69",".","63.00","08031000303"
"08031000303",CO,"1998","12.06","175.59",".","70.60","08031000303"
"08031000303",CO,"1999","16.18","204.01",".","82.02","08031000303"
"08031000303",CO,"2000","21.92","248.73",".","100.00","08031000303"
"08031000303",CO,"2001","11.25","276.71",".","111.25","08031000303"
"08031000303",CO,"2002","5.39","291.62",".","117.24","08031000303"
"08031000303",CO,"2003","1.23","295.22",".","118.69","08031000303"
"08031000303",CO,"2004","3.89","306.71",".","123.31","08031000303"
"08031000303",CO,"2005","6.66","327.13",".","131.52","08031000303"
"08031000303",CO,"2006","7.01","350.08",".","140.74","08031000303"
"08031000303",CO,"2007","4.74","366.69",".","147.42","08031000303"
"08031000303",CO,"2008","3.01","377.74",".","151.86","08031000303"
"08031000303",CO,"2009","0.54","379.79",".","152.69","08031000303"
"08031000303",CO,"2010","-1.61","373.66",".","150.23","08031000303"
"08031000303",CO,"2011","0.57","375.80",".","151.09","08031000303"
"08031000303",CO,"2012","2.40","384.83",".","154.72","08031000303"
"08031000303",CO,"2013","11.16","427.80",".","171.99","08031000303"
"08031000303",CO,"2014","8.57","464.44",".","186.72","08031000303"
"08031000303",CO,"2015","7.75","500.43",".","201.19","08031000303"
"08031000303",CO,"2016","9.13","546.11",".","219.56","08031000303"
"08031000303",CO,"2017","10.11","601.30",".","241.74","08031000303"
"08031000303",CO,"2018","5.31","633.21",".","254.57","08031000303"
"08031000401",CO,"1996",".","100.00",".","57.84","08031000401"
"08031000401",CO,"1997","16.90","116.90",".","67.61","08031000401"
"08031000401",CO,"1998","12.94","132.03",".","76.36","08031000401"
"08031000401",CO,"1999","11.97","147.83",".","85.50","08031000401"
"08031000401",CO,"2000","16.95","172.90",".","100.00","08031000401"
"08031000401",CO,"2001","15.02","198.86",".","115.02","08031000401"
"08031000401",CO,"2002","4.15","207.12",".","119.79","08031000401"
"08031000401",CO,"2003","3.68","214.75",".","124.21","08031000401"
"08031000401",CO,"2004","4.04","223.42",".","129.22","08031000401"
"08031000401",CO,"2005","6.91","238.85",".","138.14","08031000401"
"08031000401",CO,"2006","4.01","248.43",".","143.69","08031000401"
"08031000401",CO,"2007","3.08","256.08",".","148.11","08031000401"
"08031000401",CO,"2008","1.93","261.03",".","150.98","08031000401"
"08031000401",CO,"2009","1.34","264.52",".","152.99","08031000401"
"08031000401",CO,"2010","0.35","265.45",".","153.53","08031000401"
"08031000401",CO,"2011","1.57","269.62",".","155.94","08031000401"
"08031000401",CO,"2012","2.11","275.30",".","159.23","08031000401"
"08031000401",CO,"2013","11.44","306.80",".","177.45","08031000401"
"08031000401",CO,"2014","12.35","344.69",".","199.36","08031000401"
"08031000401",CO,"2015","9.49","377.42",".","218.29","08031000401"
"08031000401",CO,"2016","9.07","411.66",".","238.10","08031000401"
"08031000401",CO,"2017","15.23","474.37",".","274.37","08031000401"
"08031000401",CO,"2018","3.11","489.14",".","282.91","08031000401"
"08031000402",CO,"1993",".","100.00",".","40.54","08031000402"
"08031000402",CO,"1994","4.78","104.78",".","42.47","08031000402"
"08031000402",CO,"1995","18.50","124.16",".","50.33","08031000402"
"08031000402",CO,"1996","16.86","145.10",".","58.82","08031000402"
"08031000402",CO,"1997","12.07","162.61",".","65.92","08031000402"
"08031000402",CO,"1998","14.10","185.53",".","75.21","08031000402"
"08031000402",CO,"1999","16.38","215.92",".","87.53","08031000402"
"08031000402",CO,"2000","14.25","246.68",".","100.00","08031000402"
"08031000402",CO,"2001","13.88","280.92",".","113.88","08031000402"
"08031000402",CO,"2002","5.55","296.50",".","120.19","08031000402"
"08031000402",CO,"2003","3.38","306.51",".","124.25","08031000402"
"08031000402",CO,"2004","3.06","315.90",".","128.06","08031000402"
"08031000402",CO,"2005","4.17","329.08",".","133.40","08031000402"
"08031000402",CO,"2006","7.21","352.80",".","143.02","08031000402"
"08031000402",CO,"2007","5.74","373.06",".","151.23","08031000402"
"08031000402",CO,"2008","-0.31","371.89",".","150.76","08031000402"
"08031000402",CO,"2009","1.81","378.63",".","153.49","08031000402"
"08031000402",CO,"2010","2.51","388.13",".","157.34","08031000402"
"08031000402",CO,"2011","-0.59","385.83",".","156.41","08031000402"
"08031000402",CO,"2012","3.66","399.95",".","162.13","08031000402"
"08031000402",CO,"2013","11.19","444.71",".","180.28","08031000402"
"08031000402",CO,"2014","11.02","493.70",".","200.14","08031000402"
"08031000402",CO,"2015","8.20","534.19",".","216.55","08031000402"
"08031000402",CO,"2016","8.75","580.92",".","235.49","08031000402"
"08031000402",CO,"2017","8.94","632.83",".","256.54","08031000402"
"08031000402",CO,"2018","7.10","677.79",".","274.76","08031000402"
"08031000501",CO,"1992",".","100.00",".","41.71","08031000501"
"08031000501",CO,"1993","9.72","109.72",".","45.76","08031000501"
"08031000501",CO,"1994","9.26","119.88",".","50.00","08031000501"
"08031000501",CO,"1995","13.38","135.92",".","56.69","08031000501"
"08031000501",CO,"1996","5.40","143.26",".","59.75","08031000501"
"08031000501",CO,"1997","13.89","163.15",".","68.05","08031000501"
"08031000501",CO,"1998","6.91","174.43",".","72.75","08031000501"
"08031000501",CO,"1999","15.88","202.13",".","84.30","08031000501"
"08031000501",CO,"2000","18.62","239.76",".","100.00","08031000501"
"08031000501",CO,"2001","10.03","263.80",".","110.03","08031000501"
"08031000501",CO,"2002","5.69","278.81",".","116.29","08031000501"
"08031000501",CO,"2003","2.29","285.20",".","118.95","08031000501"
"08031000501",CO,"2004","5.59","301.15",".","125.60","08031000501"
"08031000501",CO,"2005","6.10","319.51",".","133.26","08031000501"
"08031000501",CO,"2006","5.27","336.34",".","140.28","08031000501"
"08031000501",CO,"2007","1.37","340.95",".","142.20","08031000501"
"08031000501",CO,"2008","3.47","352.77",".","147.13","08031000501"
"08031000501",CO,"2009","-0.35","351.54",".","146.62","08031000501"
"08031000501",CO,"2010","-0.33","350.39",".","146.14","08031000501"
"08031000501",CO,"2011","-2.30","342.32",".","142.78","08031000501"
"08031000501",CO,"2012","3.68","354.91",".","148.03","08031000501"
"08031000501",CO,"2013","10.85","393.42",".","164.09","08031000501"
"08031000501",CO,"2014","10.33","434.07",".","181.04","08031000501"
"08031000501",CO,"2015","10.40","479.20",".","199.87","08031000501"
"08031000501",CO,"2016","9.46","524.52",".","218.77","08031000501"
"08031000501",CO,"2017","5.32","552.41",".","230.40","08031000501"
"08031000501",CO,"2018","4.80","578.95",".","241.47","08031000501"
"08031000502",CO,"1993",".","100.00",".","42.69","08031000502"
"08031000502",CO,"1994","9.49","109.49",".","46.74","08031000502"
"08031000502",CO,"1995","16.09","127.10",".","54.25","08031000502"
"08031000502",CO,"1996","11.48","141.69",".","60.48","08031000502"
"08031000502",CO,"1997","13.74","161.17",".","68.80","08031000502"
"08031000502",CO,"1998","7.82","173.77",".","74.17","08031000502"
"08031000502",CO,"1999","14.06","198.21",".","84.61","08031000502"
"08031000502",CO,"2000","18.19","234.27",".","100.00","08031000502"
"08031000502",CO,"2001","12.84","264.35",".","112.84","08031000502"
"08031000502",CO,"2002","5.61","279.18",".","119.17","08031000502"
"08031000502",CO,"2003","2.11","285.06",".","121.68","08031000502"
"08031000502",CO,"2004","3.29","294.45",".","125.69","08031000502"
"08031000502",CO,"2005","6.22","312.77",".","133.51","08031000502"
"08031000502",CO,"2006","4.94","328.24",".","140.11","08031000502"
"08031000502",CO,"2007","2.67","337.00",".","143.85","08031000502"
"08031000502",CO,"2008","4.24","351.30",".","149.95","08031000502"
"08031000502",CO,"2009","0.22","352.06",".","150.28","08031000502"
"08031000502",CO,"2010","0.13","352.51",".","150.47","08031000502"
"08031000502",CO,"2011","-0.26","351.60",".","150.08","08031000502"
"08031000502",CO,"2012","3.60","364.26",".","155.49","08031000502"
"08031000502",CO,"2013","12.48","409.71",".","174.89","08031000502"
"08031000502",CO,"2014","9.53","448.74",".","191.55","08031000502"
"08031000502",CO,"2015","7.70","483.29",".","206.29","08031000502"
"08031000502",CO,"2016","12.40","543.20",".","231.87","08031000502"
"08031000502",CO,"2017","10.31","599.23",".","255.78","08031000502"
"08031000502",CO,"2018","9.39","655.51",".","279.81","08031000502"
"08031000600",CO,"1999",".","100.00",".","77.33","08031000600"
"08031000600",CO,"2000","29.32","129.32",".","100.00","08031000600"
"08031000600",CO,"2001","8.28","140.03",".","108.28","08031000600"
"08031000600",CO,"2002","1.31","141.86",".","109.70","08031000600"
"08031000600",CO,"2003","9.82","155.79",".","120.47","08031000600"
"08031000600",CO,"2004","-3.61","150.17",".","116.12","08031000600"
"08031000600",CO,"2005","13.26","170.08",".","131.52","08031000600"
"08031000600",CO,"2006","1.02","171.82",".","132.86","08031000600"
"08031000600",CO,"2007","4.28","179.17",".","138.54","08031000600"
"08031000600",CO,"2008","1.06","181.06",".","140.01","08031000600"
"08031000600",CO,"2009","4.31","188.86",".","146.04","08031000600"
"08031000600",CO,"2010","-1.17","186.66",".","144.34","08031000600"
"08031000600",CO,"2011","0.35","187.31",".","144.84","08031000600"
"08031000600",CO,"2012","7.86","202.04",".","156.23","08031000600"
"08031000600",CO,"2013","6.57","215.32",".","166.50","08031000600"
"08031000600",CO,"2014","13.23","243.80",".","188.52","08031000600"
"08031000600",CO,"2015","10.77","270.06",".","208.83","08031000600"
"08031000600",CO,"2016","12.00","302.46",".","233.88","08031000600"
